brand,category,category_2,category_3,current_price,discount,image_url,is_official_store,name,old_price,rating,review_count,scraped_at,sku,source,url
Oraimo,Phones & Tablets,Accessories,Bluetooth Headsets,159.0,47.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Oraimo FreePods Neo ENC True Wireless Earbuds 50 Hour Long Playtime,299.0,4.3,45.0,2025-12-03 13:45:36.723520,,jumia.ma,https://www.jumia.ma/oraimo-freepods-neo-enc-true-wireless-earbuds-50-hour-long-playtime-65690873.html
XIAOMI,Phones & Tablets,Accessories,Batteries & Battery Packs,214.0,64.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,XIAOMI Power Bank 3 20000MAH 18W Fast Charge Entrée Micro USB/USB Type-C,599.0,4.3,19.0,2025-12-03 13:45:36.724179,,jumia.ma,https://www.jumia.ma/power-bank-3-20000mah-18w-fast-charge-entree-micro-usbusb-type-c-xiaomi-mpg1235550.html
Samsung,Phones & Tablets,Accessories,Wired Headsets,89.0,39.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Samsung Écouteurs USB Type-C Earphones – Blanc 12 mois de garantie,145.0,4.5,43.0,2025-12-03 13:45:36.724810,,jumia.ma,https://www.jumia.ma/samsung-ecouteurs-usb-type-c-earphones-blanc-12-mois-de-garantie-65712755.html
Goui,Phones & Tablets,Accessories,Batteries & Battery Packs,399.0,,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Goui Brave Plus Power Bank 20 000 mAh - 20W,,5.0,2.0,2025-12-03 13:45:36.725452,,jumia.ma,https://www.jumia.ma/goui-brave-plus-power-bank-20-000-mah-20w-66571833.html
Samsung,Phones & Tablets,Mobile Phones,Smartphones,1589.0,6.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"Samsung Galaxy A16 - 6.7"" - 4GB + 128GB - Black - 2 ans de garantie",1699.0,4.5,39.0,2025-12-03 13:45:36.726360,,jumia.ma,https://www.jumia.ma/samsung-galaxy-a16-6.7-4gb-128gb-black-2-ans-de-garantie-65981495.html
Generic,Phones & Tablets,Accessories,Car Accessories,59.0,41.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Support Téléphone de Voiture sur Pare brise Tableau bord (Ventouse ULTRA SOLIDE),100.0,3.3,32.0,2025-12-03 13:45:36.727070,,jumia.ma,https://www.jumia.ma/generic-support-telephone-de-voiture-sur-pare-brise-tableau-bord-ventouse-ultra-solide-62661728.html
Soundpeats,Phones & Tablets,Accessories,Bluetooth Headsets,249.0,38.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,"Soundpeats Q3 Pro Wireless Earbuds - Bluetooth 6.0 - 42 Hours Playtime - Call Noise Cancellation, IP55 Waterproof - ANC -38dB",399.0,,,2025-12-03 13:45:36.727752,,jumia.ma,https://www.jumia.ma/soundpeats-q3-pro-wireless-earbuds-bluetooth-6.0-42-hours-playtime-call-noise-cancellation-ip55-waterproof-anc-38db-67336191.html
Samsung,Phones & Tablets,Mobile Phones,Smartphones,1229.0,18.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"Samsung Galaxy A06 - 6,7"" - 128 Go - 6 Go RAM – Gold - 2 ans de garantie",1490.0,4.2,46.0,2025-12-03 13:45:36.728409,,jumia.ma,https://www.jumia.ma/samsung-galaxy-a06-67-128-go-6-go-ram-gold-2-ans-de-garantie-66285425.html
Generic,Phones & Tablets,Accessories,Mobile Game Controllers,105.0,65.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Manette sans fil Bluetooth 3 en 1 pour téléphone contrôleur de jeu gaming pour iOS / Android / PC / PS3 / PS4 avec support téléphone,300.0,4.6,16.0,2025-12-03 13:45:36.729132,,jumia.ma,https://www.jumia.ma/generic-manette-sans-fil-bluetooth-3-en-1-pour-telephone-controleur-de-jeu-gaming-pour-ios-android-pc-ps3-ps4-avec-support-telephone-65956247.html
Samsung,Phones & Tablets,Mobile Phones,Smartphones,2179.0,13.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Samsung Galaxy A16 8GB + 256GB - Black - 2 ans de garantie,2499.0,4.3,54.0,2025-12-03 13:45:36.729853,,jumia.ma,https://www.jumia.ma/samsung-galaxy-a16-8gb-256gb-black-2-ans-de-garantie-65981498.html
Anker,Phones & Tablets,Accessories,Chargers,229.0,43.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Anker Chargeur 45W Ace Ultra Rapide (A2643G11) – Puissance Compacte et Universelle,399.0,5.0,2.0,2025-12-03 13:45:36.730472,,jumia.ma,https://www.jumia.ma/anker-chargeur-45w-ace-ultra-rapide-a2643g11-puissance-compacte-et-universelle-66560817.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,1099.0,27.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,XIAOMI Redmi A5 4GB + 128GB - Midnight Black,1499.0,3.7,17.0,2025-12-03 13:45:36.731119,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-a5-4gb-128gb-midnight-black-66529561.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,959.0,13.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"XIAOMI Redmi A5 - 6.8"" - 3GB + 64GB - Ocean Blue",1100.0,4.1,11.0,2025-12-03 13:45:36.731721,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-a5-6.8-3gb-64gb-ocean-blue-66411341.html
Ugreen,Phones & Tablets,Accessories,Cables,56.0,43.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Ugreen Type C 2.0 Male To Type C 2.0 Male 5A Data Cable 1m,99.0,4.6,7.0,2025-12-03 13:45:36.732370,,jumia.ma,https://www.jumia.ma/ugreen-type-c-2.0-male-to-type-c-2.0-male-5a-data-cable-1m-65995240.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,1099.0,27.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"XIAOMI Redmi A5 - 6.8"" - 4GB + 128GB - Sandy Gold",1499.0,4.4,9.0,2025-12-03 13:45:36.733023,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-a5-6.8-4gb-128gb-sandy-gold-67057788.html
Haylou,Phones & Tablets,Accessories,Bluetooth Headsets,110.0,52.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Haylou Ecouteur bluetooth X1 Plus – Blanc,229.0,3.3,12.0,2025-12-03 13:45:36.733659,,jumia.ma,https://www.jumia.ma/haylou-ecouteur-bluetooth-x1-plus-blanc-67120460.html
Generic,Phones & Tablets,Accessories,Bluetooth Accessories,85.0,43.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Casque Stéréo Bluetooth 5.0 avec micro d'Appels et de Musique et sport,149.0,3.7,66.0,2025-12-03 13:45:36.734331,,jumia.ma,https://www.jumia.ma/casque-stereo-bluetooth-5.0-avec-micro-dappels-et-de-musique-et-sport-generic-mpg1499970.html
Samsung,Phones & Tablets,Accessories,Data & Connectivity,197.0,44.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Samsung Smart TAG 2 - Noir,349.0,5.0,1.0,2025-12-03 13:45:36.734986,,jumia.ma,https://www.jumia.ma/samsung-smart-tag-2-noir-64211731.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,1249.0,24.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"XIAOMI Redmi 15C 6.9""  – 4GB + 128GB - Midnight Black",1650.0,3.0,2.0,2025-12-03 13:45:36.735595,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-15c-6.9-4gb-128gb-midnight-black-67174444.html
Samsung,Phones & Tablets,Accessories,Chargers,129.0,41.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Samsung Adaptateur secteur 25W (sans câble) Blanc 12 mois de garantie,219.0,4.6,64.0,2025-12-03 13:45:36.736234,,jumia.ma,https://www.jumia.ma/samsung-adaptateur-secteur-25w-sans-cable-blanc-12-mois-de-garantie-65712759.html
Itel,Phones & Tablets,Tablets,Android Tablets,899.0,18.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Itel Vista Tab 10 mini – 8’’ – ROM 64Go + RAM 8Go (3Go+5Go)  – Gris + Pochette Gratuite,1099.0,3.7,11.0,2025-12-03 13:45:36.736873,,jumia.ma,https://www.jumia.ma/itel-vista-tab-10-mini-8-rom-64go-ram-8go-3go5go-gris-pochette-gratuite-66039632.html
Samsung,Phones & Tablets,Accessories,Memory Cards,159.0,36.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Samsung Memory Card Micro SD Carte Mémoire Micro SDXC Classe 10 128 GB 130MB/s,250.0,4.8,30.0,2025-12-03 13:45:36.737492,,jumia.ma,https://www.jumia.ma/samsung-memory-card-micro-sd-carte-memoire-micro-sdxc-classe-10-128-gb-130mbs-64726861.html
Generic,Phones & Tablets,Accessories,Selfie Sticks & Tripods,99.0,34.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Ring Light 26cm + Trepied Tripod Avec Support Téléphone RingLight,150.0,3.6,16.0,2025-12-03 13:45:36.738200,,jumia.ma,https://www.jumia.ma/generic-ring-light-26cm-trepied-tripod-avec-support-telephone-ringlight-64471597.html
Deep Bass,Phones & Tablets,Accessories,Headsets,106.0,58.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"Deep Bass Casque Sans Fil Bluetooth R20 avec Son Stéréo Haute Définition, Micro Intégré, Batterie Longue Durée Autonomie musicale : 7–8 heures d'autonomie  et Design Pliable",250.0,5.0,1.0,2025-12-03 13:45:36.739021,,jumia.ma,https://www.jumia.ma/deep-bass-casque-sans-fil-bluetooth-r20-avec-son-stereo-haute-definition-micro-integre-batterie-longue-duree-autonomie-musicale-78-heures-dautonomie-et-design-pliable-67163442.html
P9,Phones & Tablets,Accessories,Headsets,59.0,34.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,P9 Casque Bluetooth Sans Fil écouteur anti bruit Bluetooth,89.0,4.0,5.0,2025-12-03 13:45:36.739721,,jumia.ma,https://www.jumia.ma/p9-casque-bluetooth-sans-fil-ecouteur-anti-bruit-bluetooth-64331966.html
Samsung,Phones & Tablets,Accessories,Memory Cards,159.0,36.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Samsung Memory Card Micro SD Carte Mémoire Micro SDXC Classe 10 128 GB 130MB/s,250.0,4.6,152.0,2025-12-03 13:45:36.740412,,jumia.ma,https://www.jumia.ma/samsung-memory-card-micro-sd-carte-memoire-micro-sdxc-classe-10-128-gb-130mbs-59758408.html
Generic,Phones & Tablets,Accessories,Mobile Game Controllers,247.0,59.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Manette sans fil RGB pour téléphone contrôleurs sans fil pour iOS / Android / PC / Switch Bluetooth avec ventilateur de refroidissement à radiateur,600.0,4.5,18.0,2025-12-03 13:45:36.741031,,jumia.ma,https://www.jumia.ma/generic-manette-sans-fil-rgb-pour-telephone-controleurs-sans-fil-pour-ios-android-pc-switch-bluetooth-avec-ventilateur-de-refroidissement-a-radiateur-65849440.html
Ugreen,Phones & Tablets,Accessories,Chargers,99.0,50.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Ugreen A+C Dual-Port Car Charger PD30W+SCP22.5W,199.0,4.4,9.0,2025-12-03 13:45:36.741672,,jumia.ma,https://www.jumia.ma/ugreen-ac-dual-port-car-charger-pd30wscp22.5w-65995242.html
Samsung,Phones & Tablets,Accessories,Accessory Kits,58.0,55.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Samsung 3.5mm Earphones black,129.0,4.3,9.0,2025-12-03 13:45:36.742496,,jumia.ma,https://www.jumia.ma/samsung-3.5mm-earphones-black-43439144.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,1819.0,17.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,XIAOMI REDMI 15 - 256 Go - NFC - 8 Go RAM – Titan Gray,2199.0,,,2025-12-03 13:45:38.512583,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-15-256-go-nfc-8-go-ram-titan-gray-67257950.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,1249.0,24.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"XIAOMI Redmi 15C 6.9"" – 4GB + 128GB – Moonlight Blue",1650.0,,,2025-12-03 13:45:38.513281,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-15c-6.9-4gb-128gb-moonlight-blue-67216652.html
XIAOMI,Phones & Tablets,Accessories,Wired Headsets,67.0,32.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,XIAOMI Type-C Earphones (Black),99.0,3.8,36.0,2025-12-03 13:45:38.513895,,jumia.ma,https://www.jumia.ma/xiaomi-type-c-earphones-black-65849315.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,1249.0,24.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"XIAOMI Redmi 15C 6.9"" – 4GB + 128GB – Mint Green",1650.0,4.8,4.0,2025-12-03 13:45:38.514605,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-15c-6.9-4gb-128gb-mint-green-67185055.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,1819.0,17.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,XIAOMI REDMI 15 - 256 Go - NFC - 8 Go RAM – Midnight Black,2199.0,4.0,1.0,2025-12-03 13:45:38.515312,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-15-256-go-nfc-8-go-ram-midnight-black-67257949.html
Samsung,Phones & Tablets,Mobile Phones,Smartphones,1589.0,6.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Samsung Galaxy A16 4GB + 128GB - Gray - 2 ans de garantie,1699.0,4.8,33.0,2025-12-03 13:45:38.515930,,jumia.ma,https://www.jumia.ma/samsung-galaxy-a16-4gb-128gb-gray-2-ans-de-garantie-65981494.html
JBL,Phones & Tablets,Accessories,Corded Headsets,419.0,40.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,JBL Casque Tune 510BT – BLANC,699.0,5.0,5.0,2025-12-03 13:45:38.516619,,jumia.ma,https://www.jumia.ma/jbl-casque-tune-510bt-blanc-67244820.html
Haylou,Phones & Tablets,Accessories,Smart Watches,329.0,27.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Haylou Montre intelligente Solar Pro – Brown,449.0,4.7,3.0,2025-12-03 13:45:38.517284,,jumia.ma,https://www.jumia.ma/haylou-montre-intelligente-solar-pro-brown-67120448.html
Generic,Phones & Tablets,Accessories,Selfie Sticks & Tripods,95.0,44.0,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Ring Light 20cm + Trepied Noir Tripod Studio photo RingLight 3 Lumiere,170.0,4.0,12.0,2025-12-03 13:45:38.517898,,jumia.ma,https://www.jumia.ma/generic-ring-light-20cm-trepied-noir-tripod-studio-photo-ringlight-3-lumiere-64847348.html
